sigla_acao;nome_acao;snome
BOAS3;BOA VISTA;BOAS3-BOA VISTA
HBSA3;HIDROVIAS;HBSA3-HIDROVIAS
L1MN34;LUMEN TECH;L1MN34-LUMEN TECH
MELK3;MELNICK;MELK3-MELNICK
A1LN34;ALNYLAM PHAR;A1LN34-ALNYLAM PHAR
B1AM34;BROOKFIELD A;B1AM34-BROOKFIELD A
C1DW34;CDW CORP;C1DW34-CDW CORP
D1EX34;DEXCOM INC;D1EX34-DEXCOM INC
D1OC34;DOCUSIGN INC;D1OC34-DOCUSIGN INC
F1SL34;FASTLY INC;F1SL34-FASTLY INC
GMAT3;GRUPO MATEUS;GMAT3-GRUPO MATEUS
H1ZN34;HORIZON THER;H1ZN34-HORIZON THER
M1DB34;MONGODB INC;M1DB34-MONGODB INC
M1KT34;MARKETAXESS;M1KT34-MARKETAXESS
M1RN34;MODERNA INC;M1RN34-MODERNA INC
N1BI34;NEUROCRINE B;N1BI34-NEUROCRINE B
S1GE34;SEATTLE GENE;S1GE34-SEATTLE GENE
S1RP34;SAREPTA THER;S1RP34-SAREPTA THER
S1TE34;STERIS PLC;S1TE34-STERIS PLC
SEQL3;SEQUOIA LOG;SEQL3-SEQUOIA LOG
T1CH34;BIO-TECHNE C;T1CH34-BIO-TECHNE C
TIMS3;TIM;TIMS3-TIM
Z1BR34;ZEBRA TECHNO;Z1BR34-ZEBRA TECHNO
Z1OM34;ZOOM VIDEO;Z1OM34-ZOOM VIDEO
A1BB34;ABB LTD;A1BB34-ABB LTD
A1CR34;AMCOR PLC;A1CR34-AMCOR PLC
A1EG34;AEGON NV;A1EG34-AEGON NV
A1MX34;AMERICAMOVIL;A1MX34-AMERICAMOVIL
A1RG34;ARGENX SE;A1RG34-ARGENX SE
A1SN34;ASCENDIS PHA;A1SN34-ASCENDIS PHA
A1TH34;AUTOHOME INC;A1TH34-AUTOHOME INC
A1YX34;ALTERYX INC;A1YX34-ALTERYX INC
A1ZN34;ASTRAZENECA;A1ZN34-ASTRAZENECA
B1AX34;BAXTER INTER;B1AX34-BAXTER INTER
B1BL34;BHP GROUP PL;B1BL34-BHP GROUP PL
B1CS34;BARCLAYS PLC;B1CS34-BARCLAYS PLC
B1GN34;BEIGENE LTD;B1GN34-BEIGENE LTD
B1IL34;BILIBILI INC;B1IL34-BILIBILI INC
B1NT34;BIONTECH SE;B1NT34-BIONTECH SE
B1PP34;BP PLC;B1PP34-BP PLC
B1SA34;BANCO SANTAN;B1SA34-BANCO SANTAN
B1TI34;BRITISH AMER;B1TI34-BRITISH AMER
C1AB34;CABLE ONE IN;C1AB34-CABLE ONE IN
C1EO34;CNOOC LTD;C1EO34-CNOOC LTD
C1HI34;CHINA PETROL;C1HI34-CHINA PETROL
C1HL34;CHINA MOBILE;C1HL34-CHINA MOBILE
C1HT34;CHUNGHWA TEL;C1HT34-CHUNGHWA TEL
C1OU34;COUPA SOFTWA;C1OU34-COUPA SOFTWA
C1SU34;CREDIT SUISS;C1SU34-CREDIT SUISS
C1TV34;CORTEVA INC;C1TV34-CORTEVA INC
D1DG34;DATADOG INC;D1DG34-DATADOG INC
D1OW34;DOW INC;D1OW34-DOW INC
E1CO34;ECOPETROL SA;E1CO34-ECOPETROL SA
E1DU34;NEW ORIENTAL;E1DU34-NEW ORIENTAL
E1NI34;ENEL AMERICA;E1NI34-ENEL AMERICA
E1QN34;EQUINOR ASA;E1QN34-EQUINOR ASA
E1RI34;ERICSSON LM;E1RI34-ERICSSON LM
G1FI34;GOLD FIELDS;G1FI34-GOLD FIELDS
G1LP34;GALAPAGOS NV;G1LP34-GALAPAGOS NV
G1SK34;GLAXOSMITHKL;G1SK34-GLAXOSMITHKL
H1DB34;HDFC BANK LT;H1DB34-HDFC BANK LT
H1EI34;HEICO CORP;H1EI34-HEICO CORP
H1SB34;HSBC HOLDING;H1SB34-HSBC HOLDING
I1BN34;ICICI BANK L;I1BN34-ICICI BANK L
I1FO34;INFOSYS LTD;I1FO34-INFOSYS LTD
I1XC34;ORIX CORP;I1XC34-ORIX CORP
K1BF34;KB FINANCIAL;K1BF34-KB FINANCIAL
K1TC34;KT CORP;K1TC34-KT CORP
L1BT35;LIBERTY GLOB;L1BT35-LIBERTY GLOB
L1DO34;LEIDOS HOLDI;L1DO34-LEIDOS HOLDI
L1FC34;CHINA LIFE I;L1FC34-CHINA LIFE I
L1YG34;LLOYDS BANKI;L1YG34-LLOYDS BANKI
M1BT34;MOBILE TELES;M1BT34-MOBILE TELES
M1LC34;MELCO RESORT;M1LC34-MELCO RESORT
N1GG34;NATIONAL GRI;N1GG34-NATIONAL GRI
N1IC34;NICE LTD;N1IC34-NICE LTD
N1OW34;SERVICENOW;N1OW34-SERVICENOW
N1VO34;NOVO NORDISK;N1VO34-NOVO NORDISK
N1VS34;NOVARTIS AG;N1VS34-NOVARTIS AG
N1WG34;NATWEST GROU;N1WG34-NATWEST GROU
P1DD34;PINDUODUO IN;P1DD34-PINDUODUO IN
P1KX34;POSCO;P1KX34-POSCO
P1NR34;PENTAIR PLC;P1NR34-PENTAIR PLC
P1UK34;PRUDENTIAL P;P1UK34-PRUDENTIAL P
R1DY34;DR REDDYS LA;R1DY34-DR REDDYS LA
R1KU34;ROKU INC;R1KU34-ROKU INC
S1GE34;SEAGEN;S1GE34-SEAGEN
S1KM34;SK TELECOM C;S1KM34-SK TELECOM C
S1MF34;SUMITOMO MIT;S1MF34-SUMITOMO MIT
S1PL34;SPLUNK INC;S1PL34-SPLUNK INC
S1RE34;SEMPRA ENERG;S1RE34-SEMPRA ENERG
S1SN34;SSC TECHNOL;S1SN34-SSC TECHNOL
T1AM34;ATLASSIAN CO;T1AM34-ATLASSIAN CO
T1EV34;TEVA PHARMAC;T1EV34-TEVA PHARMAC
T1LK34;PT TELEKOMUN;T1LK34-PT TELEKOMUN
T1WL34;TWILIO INC;T1WL34-TWILIO INC
TFCO4;TRACK FIELD;TFCO4-TRACK FIELD
U1NL34;UNILEVER NV;U1NL34-UNILEVER NV
V1AR34;VARIAN MEDIC;V1AR34-VARIAN MEDIC
V1IP34;VIPSHOP HOLD;V1IP34-VIPSHOP HOLD
V1OD34;VODAFONE GRO;V1OD34-VODAFONE GRO
W1BK34;WESTPAC BANK;W1BK34-WESTPAC BANK
W1BO34;WEIBO CORP;W1BO34-WEIBO CORP
W1MG34;WARNER MUSIC;W1MG34-WARNER MUSIC
W1PP34;WPP PLC;W1PP34-WPP PLC
W1RB34;WR BERKLEY C;W1RB34-WR BERKLEY C
Z1TO34;ZTO EXPRESS;Z1TO34-ZTO EXPRESS
AURA33;AURA 360;AURA33-AURA 360
C1RR34;CARRIER GLOB;C1RR34-CARRIER GLOB
CASH3;MELIUZ;CASH3-MELIUZ
CEPE3;CELPE;CEPE3-CELPE
E1XP34;EXPEDITORS I;E1XP34-EXPEDITORS I
ENJU3;ENJOEI;ENJU3-ENJOEI
I1AC34;IAC INTERACT;I1AC34-IAC INTERACT
L1VS34;LAS VEGAS SA;L1VS34-LAS VEGAS SA
N1WS35;NEWS CORP;N1WS35-NEWS CORP
P1YC34;PAYCOM SOFTW;P1YC34-PAYCOM SOFTW
Q1UE34;QUEST DIAGNO;Q1UE34-QUEST DIAGNO
R1YA34;RYANAIR HOLD;R1YA34-RYANAIR HOLD
T1SS34;TENARIS SA;T1SS34-TENARIS SA
W1IX34;WIX.COM LTD;W1IX34-WIX.COM LTD
AERI3;AERIS;AERI3-AERIS
C1GP34;COSTAR GROUP;C1GP34-COSTAR GROUP
G1DS34;GDS HOLDINGS;G1DS34-GDS HOLDINGS
GPCP3;GPC PART;GPCP3-GPC PART
GPCP4;GPC PART;GPCP4-GPC PART
H1TH34;HUAZHU GROUP;H1TH34-HUAZHU GROUP
I1HG34;INT EXCHANGE;I1HG34-INT EXCHANGE
M1TC34;MATCH GROUP;M1TC34-MATCH GROUP
O1KT34;OKTA INC;O1KT34-OKTA INC
P1PG34;PPG INDUSTRI;P1PG34-PPG INDUSTRI
RRRP3;3R PETROLEUM;RRRP3-3R PETROLEUM
S1NN34;SMITH & NEPH;S1NN34-SMITH & NEPH
T1AL34;TAL EDUCATIO;T1AL34-TAL EDUCATIO
BAAX39;MSCI ASIA JP;BAAX39-MSCI ASIA JP
BACW39;MSCI ACWI;BACW39-MSCI ACWI
BAER39;US AEROSPACE;BAER39-US AEROSPACE
BCHI39;MSCI CHINA;BCHI39-MSCI CHINA
BDVY39;SELECT DIVID;BDVY39-SELECT DIVID
BEEM39;MSCI EMGMARK;BEEM39-MSCI EMGMARK
BEFA39;MSCI EAFE;BEFA39-MSCI EAFE
BEWH39;MSCIHONGKONG;BEWH39-MSCIHONGKONG
BEWJ39;MSCI JAPAN;BEWJ39-MSCI JAPAN
BEWT39;MSCI TAIWAN;BEWT39-MSCI TAIWAN
BEWU39;MSCI UK;BEWU39-MSCI UK
BEWY39;MSCISOUTHKOR;BEWY39-MSCISOUTHKOR
BEWZ39;MSCI BRAZIL;BEWZ39-MSCI BRAZIL
BIAU39;GOLD TRUST;BIAU39-GOLD TRUST
BIBB39;NASDAQ BIOTC;BIBB39-NASDAQ BIOTC
BIEU39;COREMSCI EUR;BIEU39-COREMSCI EUR
BIGF39;GLOBAL INFRA;BIGF39-GLOBAL INFRA
BIWM39;RUSSELL 2000;BIWM39-RUSSELL 2000
BIYF39;US FINANCIAL;BIYF39-US FINANCIAL
BIYW39;US TECHNOLOG;BIYW39-US TECHNOLOG
BNDA39;MSCI INDIA;BNDA39-MSCI INDIA
BSLV39;SILVER TRUST;BSLV39-SILVER TRUST
I1EX34;IDEX CORP;I1EX34-IDEX CORP
I1QV34;IQVIA HOLDIN;I1QV34-IQVIA HOLDIN
O1TI34;OTIS WORLDWI;O1TI34-OTIS WORLDWI
OSXB3;OSX BRASIL;OSXB3-OSX BRASIL
W1SO34;WATSCO INC;W1SO34-WATSCO INC
BEGD39;TRTMSCI EAFE;BEGD39-TRTMSCI EAFE
BEGE39;INC ESG AWAR;BEGE39-INC ESG AWAR
BEGU39;TRUSTMSCI US;BEGU39-TRUSTMSCI US
BEWG39;MSCI GERMANY;BEWG39-MSCI GERMANY
BEWP39;MSCI SPAIN;BEWP39-MSCI SPAIN
BEWW39;MSCI MEXICO;BEWW39-MSCI MEXICO
BEZU39;MSCIEUROZONE;BEZU39-MSCIEUROZONE
BIEF39;COREMSCIEAFE;BIEF39-COREMSCIEAFE
BIEM39;COREMSCI EMK;BIEM39-COREMSCI EMK
BIJH39;CORE MIDCAP;BIJH39-CORE MIDCAP
BIJR39;CORESMALLCAP;BIJR39-CORESMALLCAP
BILF39;LATIN AMER40;BILF39-LATIN AMER40
BITO39;CORE SP TOTA;BITO39-CORE SP TOTA
BIVB39;CORE SP 500;BIVB39-CORE SP 500
BIXJ39;GLOBALHEALTH;BIXJ39-GLOBALHEALTH
BIXN39;GLOBAL TECH;BIXN39-GLOBAL TECH
BUSM39;MSCI US MVOL;BUSM39-MSCI US MVOL
O1DF34;OLD DOMINION;O1DF34-OLD DOMINION
R1EL34;RELX PLC;R1EL34-RELX PLC
RDSA35;RD SHELL;RDSA35-RD SHELL
A1UA34;ANGLOGOLD AS;A1UA34-ANGLOGOLD AS
AVLL3;ALPHAVILLE;AVLL3-ALPHAVILLE
M1UF34;MITSUBISHI U;M1UF34-MITSUBISHI U
NGRD3;NEOGRID;NGRD3-NEOGRID
RDOR3;REDE D OR;RDOR3-REDE D OR
SNSY3;SANSUY;SNSY3-SANSUY
SNSY5;SANSUY;SNSY5-SANSUY
I1QY34;IQIYI INC;I1QY34-IQIYI INC
LSXM35;LIBERTY MEDI;LSXM35-LIBERTY MEDI
S1BS34;SIBANYE STIL;S1BS34-SIBANYE STIL
